time(in ms), time(in s), hsL, hsL*wid, toL, hsR, toR, hipL.x, hipL.y, kneeL.x, kneeL.y, ankleL.x, ankleL.y, hipR.x, hipR.y, kneeR.x, kneeR.y, ankleR.x, ankleR.y, rk_ang, lk_ang, ra_ang, la_ang, hipR_ang, hipL_ang
50,34,-14.06312943,-13500.60425,5.177707672,-15.34749985,15.91192245,818.6564255,241.6629177,822.8665924,297.7148044,810.8152199,353.6379933,842.4827385,244.3560272,842.3833466,306.7212009,834.1325569,364.969511,4.5,9.33,4.54,6.9,5.73,0.09
160,34,-14.62165833,-14036.79199,-0.650424957,-20.82899094,8.099498749,825.4915237,241.7471015,827.6130295,298.526516,816.8704033,356.1117196,849.3821526,244.1395408,845.6000519,306.6722775,834.5587921,364.7641289,4.15,7.19,6.09,5.99,3.5,1.96
198,34,-14.86936569,-14274.59106,-2.260780334,-23.05749893,6.636657715,827.9880524,242.4593407,829.2930794,299.0929985,817.572155,356.3060617,850.051918,244.2571342,846.2822342,306.9323766,833.8731194,364.6539545,4.96,7.32,6.88,6.57,3.11,3.6
312,34,-14.6333313,-14047.99805,-1.440296173,-22.98912048,6.239719391,828.3353806,243.1094438,828.2973289,299.4493675,817.7543449,356.7737639,850.0408173,244.3721688,846.4508629,306.907239,833.5964012,364.1163433,5.35,5.88,7.19,5.9,3.36,4.45
353,34,-14.61668015,-14032.01294,-2.323722839,-23.09160233,7.050819397,827.9941177,243.3022892,828.3440781,299.488796,817.5280952,356.6182065,849.6600723,244.4008952,846.7156792,306.9065952,833.2424927,364.074887,6.03,6.28,7.54,6.07,3.94,4
454,34,-14.62881088,-14043.65845,-2.444458008,-23.03970337,7.44386673,827.8563881,243.4894216,828.3950615,299.5238471,817.4086761,356.4635825,849.4271278,244.4431561,846.8525505,306.8933344,833.0932617,364.0006649,6.39,6.5,7.7,6.19,4.25,3.78
511,34,-14.37572479,-13800.6958,-2.680435181,-22.81803131,7.52243042,827.8835106,243.526597,828.4036446,299.5485663,817.5327301,356.5415061,849.4184303,244.4663626,846.7951012,306.8483698,833.1824684,363.9580822,6.28,6.42,7.62,6.12,4.21,3.77
585,34,-14.2017746,-13633.70361,-0.970630646,-22.61180878,7.549724579,827.912178,243.5696304,828.393116,299.5860958,817.6459122,356.6838348,849.4198608,244.5010757,846.7105293,306.7564774,833.284893,363.8347435,6.13,6.32,7.52,6.04,4.14,3.76
676,34,-14.08773422,-13524.22485,-0.603160858,-22.4971962,7.546062469,827.9059982,243.5848546,828.3905411,299.6036696,817.7740288,356.8172157,849.4179153,244.5169598,846.6855812,306.666677,833.358593,363.7465847,6.07,6.24,7.47,5.95,4.13,3.71
744,34,-14.03469086,-13473.30322,-0.534324646,-22.41325378,7.531356812,827.8947258,243.5945588,828.3973503,299.6151602,817.8516769,356.9299972,849.4105339,244.5277101,846.6692734,306.5951586,833.4158707,363.6918676,6.02,6.2,7.42,5.9,4.11,3.67
816,34,-14.0026474,-13442.5415,-0.525970459,-22.34167099,7.505493164,827.8809357,243.6072886,828.400383,299.6281958,817.9111862,357.0233059,849.4079018,244.5368993,846.6538811,306.5030408,833.4687996,363.6217976,5.97,6.17,7.38,5.86,4.09,3.64
874,34,-13.96688461,-13408.20923,-0.540504456,-22.29211807,7.491989136,827.8833389,243.6160433,828.4024429,299.6361458,817.9566193,357.0634425,849.4121361,244.5409387,846.6455269,306.4565957,833.5094261,363.5896432,5.93,6.14,7.35,5.84,4.08,3.63
945,34,-13.94788742,-13389.97192,-0.555896759,-22.25847244,7.480659485,827.8886604,243.625313,828.4084511,299.6468318,817.9903793,357.095468,849.4146538,244.5445758,846.6375732,306.4191306,833.5354042,363.5609651,5.9,6.12,7.33,5.82,4.07,3.63
14,35,-13.93392563,-13376.5686,-0.552692413,-22.22888947,7.467212677,827.8873444,243.6340517,828.412056,299.6523678,818.0136681,357.1195436,849.4132805,244.5471507,846.6332817,306.3940895,833.5534286,363.5411382,5.89,6.11,7.32,5.81,4.07,3.62
